error_id,error_date,customer_id,customer_segment,country,application_module,error_type,severity,app_version,device_type,operating_system,resolution_time_minutes,resolved,customer_churned_30d
ERR-00358,2024-07-03 13:11:19,CUST-0053,Mid-market,Polska,Raporty,Błąd bazy danych,Critical,3.4.9,Tablet,iOS,218.0,True,False
ERR-00359,2024-01-08 20:45:34,CUST-0021,Enterprise,Niemcy,Eksport danych,Błąd API,High,3.9.5,Desktop,Windows,61.0,True,False
ERR-00360,2024-03-05 13:17:02,CUST-0073,Mid-market,Polska,Integracje,Timeout,High,3.8.0,Mobile,Android,60.0,True,False
ERR-00361,2024-01-28 11:35:18,CUST-0199,Startup,Polska,Eksport danych,Błąd autoryzacji,Medium,3.0.9,Mobile,iOS,107.0,True,False
ERR-00362,2024-12-23 14:08:40,CUST-0026,Enterprise,Niemcy,Płatności,Błąd bazy danych,High,3.4.9,Desktop,Windows,35.0,True,False
ERR-00363,2024-09-08 12:06:55,CUST-0064,Mid-market,Polska,Integracje,Błąd bazy danych,High,3.3.6,Desktop,Windows,113.0,True,False
ERR-00364,2024-01-07 13:36:18,CUST-0051,Mid-market,Niemcy,Płatności,Błąd API,Medium,3.5.0,Mobile,Android,30.0,True,False
ERR-00365,2024-08-28 20:30:28,CUST-0134,SMB,Niemcy,Użytkownicy,Timeout,High,3.4.9,Desktop,Windows,419.0,True,False
ERR-00366,2024-06-23 11:11:03,CUST-0014,Enterprise,Polska,Integracje,Błąd bazy danych,Critical,3.6.7,Desktop,macOS,48.0,True,True
ERR-00367,2024-05-09 21:55:30,CUST-0100,SMB,Polska,Płatności,Błąd autoryzacji,Medium,3.4.4,Desktop,Windows,33.0,True,False
ERR-00368,2024-02-28 18:52:04,CUST-0189,Startup,Niemcy,Płatności,Błąd API,Medium,3.2.4,Desktop,macOS,42.0,True,False
ERR-00369,2024-07-24 08:31:04,CUST-0013,Enterprise,Polska,Logowanie,Błąd autoryzacji,High,3.5.5,Desktop,Windows,55.0,True,False
ERR-00370,2024-10-22 03:40:43,CUST-0006,Enterprise,Francja,Integracje,Timeout,Medium,3.8.8,Tablet,Android,18.0,True,False
ERR-00371,2024-01-28 05:09:09,CUST-0247,Startup,Francja,Płatności,Timeout,High,3.7.9,Mobile,Android,145.0,True,False
ERR-00372,2024-10-15 00:19:05,CUST-0018,Enterprise,Hiszpania,Raporty,Timeout,High,3.4.3,Desktop,Windows,146.0,True,False
ERR-00373,2024-05-07 05:07:35,CUST-0211,Startup,Francja,Płatności,Błąd autoryzacji,Medium,3.9.5,Desktop,Windows,109.0,True,False
ERR-00374,2024-08-01 15:38:38,CUST-0046,Mid-market,Niemcy,Integracje,Timeout,Critical,3.9.3,Desktop,macOS,239.0,True,False
ERR-00375,2024-11-12 03:14:49,CUST-0028,Enterprise,Francja,Eksport danych,Błąd API,Medium,3.3.1,Desktop,Windows,13.0,True,False
ERR-00376,2024-09-24 10:24:28,CUST-0179,Startup,Polska,Eksport danych,Błąd API,High,3.0.5,Desktop,Windows,215.0,True,False
ERR-00377,2024-08-14 17:19:55,CUST-0050,Mid-market,Polska,Eksport danych,Timeout,High,3.8.3,Desktop,Windows,53.0,True,False
ERR-00378,2024-10-28 01:27:19,CUST-0076,Mid-market,Hiszpania,Logowanie,Nieprawidłowe dane,Medium,3.8.8,Desktop,Windows,90.0,True,False
ERR-00379,2024-10-18 16:39:03,CUST-0005,Enterprise,Niemcy,Logowanie,Błąd autoryzacji,High,3.9.7,Desktop,Windows,40.0,True,False
ERR-00380,2024-11-08 09:47:06,CUST-0060,Mid-market,Hiszpania,Integracje,Błąd API,Low,3.9.1,Desktop,Windows,21.0,True,False
ERR-00381,2024-04-16 06:40:13,CUST-0030,Enterprise,Hiszpania,Raporty,Błąd autoryzacji,Low,3.7.0,Desktop,Windows,11.0,True,False
ERR-00382,2024-05-15 15:42:05,CUST-0002,Enterprise,Wielka Brytania,Raporty,Błąd autoryzacji,Medium,3.5.9,Desktop,Windows,69.0,True,False
ERR-00383,2024-03-21 14:15:11,CUST-0222,Startup,Wielka Brytania,Logowanie,Błąd API,Low,3.0.4,Tablet,iOS,16.0,True,False
ERR-00384,2024-10-09 17:04:10,CUST-0014,Enterprise,Niemcy,Płatności,Błąd API,Low,3.3.6,Desktop,macOS,18.0,True,True
ERR-00385,2024-01-02 15:26:28,CUST-0134,SMB,Polska,Logowanie,Nieprawidłowe dane,Medium,3.4.9,Mobile,Android,29.0,True,False
ERR-00386,2024-12-18 16:38:30,CUST-0018,Enterprise,Niemcy,Eksport danych,Błąd API,Medium,3.7.4,Desktop,Windows,47.0,True,False
ERR-00387,2024-05-29 09:02:14,CUST-0148,SMB,Niemcy,Płatności,Błąd interfejsu,Medium,3.6.3,Desktop,Linux,,False,False
ERR-00388,2024-05-27 08:45:18,CUST-0005,Enterprise,Francja,Raporty,Błąd autoryzacji,Critical,3.8.3,Tablet,Android,328.0,True,False
ERR-00389,2024-12-25 16:55:29,CUST-0200,Startup,Francja,Logowanie,Błąd autoryzacji,Medium,3.4.0,Desktop,Windows,62.0,True,False
ERR-00390,2024-02-06 16:43:14,CUST-0046,Mid-market,Francja,Integracje,Błąd autoryzacji,High,3.6.4,Desktop,Windows,100.0,True,False
ERR-00391,2024-05-15 23:50:50,CUST-0009,Enterprise,Niemcy,Płatności,Timeout,Medium,3.1.3,Desktop,Windows,,False,True
ERR-00392,2024-11-16 11:37:42,CUST-0007,Enterprise,Polska,Eksport danych,Błąd API,Medium,3.4.7,Desktop,Windows,,False,False
ERR-00393,2024-04-11 11:27:07,CUST-0011,Enterprise,Niemcy,Eksport danych,Błąd bazy danych,Critical,3.8.4,Mobile,iOS,360.0,True,True
ERR-00394,2024-10-05 16:14:41,CUST-0072,Mid-market,Polska,Płatności,Błąd autoryzacji,Medium,3.8.1,Desktop,macOS,51.0,True,False
ERR-00395,2024-03-17 10:58:17,CUST-0003,Enterprise,Wielka Brytania,Użytkownicy,Błąd interfejsu,High,3.9.9,Desktop,macOS,63.0,True,False
ERR-00396,2024-03-13 20:04:03,CUST-0138,SMB,Polska,Użytkownicy,Nieprawidłowe dane,Medium,3.4.0,Desktop,macOS,72.0,True,False
ERR-00397,2024-03-25 17:50:19,CUST-0054,Mid-market,Polska,Eksport danych,Timeout,Medium,3.5.4,Desktop,Windows,72.0,True,False
ERR-00398,2024-10-31 11:47:52,CUST-0003,Enterprise,Polska,Eksport danych,Błąd autoryzacji,Medium,3.4.3,Mobile,Android,13.0,True,False
ERR-00399,2024-10-18 16:58:18,CUST-0065,Mid-market,Francja,Płatności,Błąd autoryzacji,Medium,3.4.8,Mobile,iOS,99.0,True,False
ERR-00400,2024-08-12 16:07:29,CUST-0105,SMB,Francja,Raporty,Błąd autoryzacji,High,3.8.9,Desktop,Linux,114.0,True,False
ERR-00401,2024-12-18 05:19:44,CUST-0002,Enterprise,Polska,Logowanie,Błąd autoryzacji,Low,3.8.0,Desktop,Windows,6.0,True,False
ERR-00402,2024-07-25 18:17:32,CUST-0009,Enterprise,Polska,Logowanie,Błąd API,Critical,3.9.1,Mobile,iOS,230.0,True,False
ERR-00403,2024-10-03 12:31:28,CUST-0013,Enterprise,Niemcy,Użytkownicy,Timeout,Critical,3.3.0,Desktop,Windows,102.0,True,False
ERR-00404,2024-02-11 17:38:02,CUST-0086,SMB,Polska,Płatności,Timeout,High,3.9.0,Desktop,Windows,58.0,True,True
ERR-00405,2024-08-09 10:47:20,CUST-0090,SMB,Francja,Integracje,Błąd interfejsu,Medium,3.0.8,Desktop,Windows,80.0,True,True
ERR-00406,2024-11-05 18:16:01,CUST-0043,Mid-market,Francja,Eksport danych,Błąd bazy danych,Critical,3.9.1,Desktop,Windows,479.0,True,False
ERR-00407,2024-02-16 11:14:43,CUST-0108,SMB,Niemcy,Eksport danych,Błąd interfejsu,Critical,3.4.3,Mobile,Android,615.0,True,True
ERR-00408,2024-10-21 00:37:01,CUST-0142,SMB,Polska,Użytkownicy,Błąd autoryzacji,Medium,3.4.2,Tablet,Android,210.0,True,False
ERR-00409,2024-12-10 18:52:17,CUST-0044,Mid-market,Wielka Brytania,Płatności,Timeout,High,3.5.6,Desktop,Windows,230.0,True,True
ERR-00410,2024-10-22 04:02:48,CUST-0193,Startup,Niemcy,Logowanie,Błąd API,Medium,3.9.5,Desktop,Windows,23.0,True,False
ERR-00411,2024-03-30 10:30:33,CUST-0010,Enterprise,Francja,Raporty,Błąd autoryzacji,Medium,3.0.7,Desktop,Windows,24.0,True,False
ERR-00412,2024-11-29 21:28:58,CUST-0030,Enterprise,Polska,Logowanie,Błąd autoryzacji,Low,3.4.4,Desktop,Linux,31.0,True,False
ERR-00413,2024-05-22 21:11:37,CUST-0001,Enterprise,Niemcy,Logowanie,Błąd bazy danych,Critical,3.8.9,Desktop,Windows,100.0,True,True
ERR-00414,2024-08-11 13:40:52,CUST-0007,Enterprise,Polska,Raporty,Błąd bazy danych,Medium,3.4.6,Mobile,Android,38.0,True,True
ERR-00415,2024-09-08 14:05:30,CUST-0043,Mid-market,Niemcy,Eksport danych,Błąd API,Low,3.2.9,Desktop,Windows,30.0,True,False
ERR-00416,2024-06-27 12:26:21,CUST-0245,Startup,Wielka Brytania,Raporty,Błąd API,Medium,3.4.7,Desktop,Windows,54.0,True,False
ERR-00417,2024-06-13 09:42:06,CUST-0004,Enterprise,Niemcy,Płatności,Błąd API,Medium,3.4.5,Desktop,macOS,80.0,True,True
ERR-00418,2024-03-23 10:21:26,CUST-0024,Enterprise,Polska,Integracje,Błąd autoryzacji,Medium,3.9.3,Desktop,Windows,31.0,True,False
ERR-00419,2024-12-21 15:31:18,CUST-0079,Mid-market,Polska,Płatności,Timeout,High,3.8.4,Desktop,macOS,96.0,True,True
ERR-00420,2024-12-05 16:25:52,CUST-0212,Startup,Niemcy,Logowanie,Błąd autoryzacji,Medium,3.5.5,Mobile,Android,437.0,True,False
ERR-00421,2024-10-08 16:02:29,CUST-0030,Enterprise,Polska,Eksport danych,Błąd autoryzacji,Low,3.9.9,Desktop,Windows,,False,False
ERR-00422,2024-02-15 16:20:16,CUST-0046,Mid-market,Polska,Integracje,Błąd interfejsu,Medium,3.4.9,Mobile,Android,49.0,True,False
ERR-00423,2024-06-14 04:07:49,CUST-0023,Enterprise,Hiszpania,Eksport danych,Błąd API,Critical,3.0.8,Desktop,Windows,69.0,True,False
ERR-00424,2024-07-25 12:55:32,CUST-0020,Enterprise,Niemcy,Logowanie,Błąd bazy danych,High,3.3.9,Desktop,Windows,66.0,True,False
ERR-00425,2024-01-01 03:42:55,CUST-0241,Startup,Polska,Eksport danych,Timeout,High,3.4.8,Desktop,Windows,,False,False
ERR-00426,2024-10-04 13:29:26,CUST-0177,Startup,Wielka Brytania,Integracje,Timeout,High,3.2.3,Desktop,Windows,284.0,True,False
ERR-00427,2024-01-28 11:12:33,CUST-0013,Enterprise,Polska,Raporty,Timeout,Critical,3.9.6,Desktop,Windows,225.0,True,False
ERR-00428,2024-07-04 17:39:48,CUST-0181,Startup,Wielka Brytania,Integracje,Błąd autoryzacji,Low,3.8.5,Desktop,Linux,65.0,True,False
ERR-00429,2024-09-12 10:40:28,CUST-0066,Mid-market,Polska,Eksport danych,Błąd autoryzacji,Medium,3.4.0,Mobile,Android,75.0,True,False
ERR-00430,2024-01-27 06:13:17,CUST-0192,Startup,Wielka Brytania,Raporty,Nieprawidłowe dane,High,3.6.8,Mobile,Android,92.0,True,False
ERR-00431,2024-10-08 07:08:59,CUST-0080,Mid-market,Francja,Raporty,Błąd bazy danych,High,3.8.2,Desktop,Windows,226.0,True,False
ERR-00432,2024-05-27 16:28:56,CUST-0049,Mid-market,Hiszpania,Użytkownicy,Błąd API,Low,3.9.5,Desktop,Windows,62.0,True,False
ERR-00433,2024-12-23 14:31:07,CUST-0055,Mid-market,Wielka Brytania,Eksport danych,Błąd API,Medium,3.9.1,Desktop,Windows,26.0,True,False
ERR-00434,2024-01-15 05:40:38,CUST-0140,SMB,Polska,Raporty,Błąd interfejsu,Low,3.5.7,Desktop,macOS,14.0,True,False
ERR-00435,2024-05-02 04:45:10,CUST-0018,Enterprise,Wielka Brytania,Integracje,Błąd autoryzacji,Medium,3.8.5,Desktop,Linux,121.0,True,False
ERR-00436,2024-06-08 15:35:00,CUST-0021,Enterprise,Niemcy,Raporty,Timeout,Critical,3.6.4,Mobile,Android,288.0,True,False
ERR-00437,2024-10-09 03:26:05,CUST-0012,Enterprise,Niemcy,Płatności,Timeout,High,3.6.2,Desktop,Windows,157.0,True,True
ERR-00438,2024-04-25 17:53:58,CUST-0120,SMB,Polska,Raporty,Nieprawidłowe dane,High,3.1.7,Desktop,Windows,306.0,True,False
ERR-00439,2024-02-28 15:29:07,CUST-0009,Enterprise,Niemcy,Użytkownicy,Błąd interfejsu,Low,3.1.8,Desktop,Windows,17.0,True,True
ERR-00440,2024-11-27 04:53:09,CUST-0127,SMB,Polska,Użytkownicy,Timeout,Critical,3.5.9,Desktop,Windows,340.0,True,False
ERR-00441,2024-09-12 04:59:45,CUST-0216,Startup,Niemcy,Płatności,Nieprawidłowe dane,Medium,3.4.0,Desktop,Windows,77.0,True,True
ERR-00442,2024-05-29 23:32:45,CUST-0029,Enterprise,Niemcy,Raporty,Nieprawidłowe dane,Low,3.0.3,Desktop,Windows,6.0,True,False
ERR-00443,2024-05-19 11:26:53,CUST-0144,SMB,Hiszpania,Płatności,Timeout,Medium,3.8.2,Desktop,macOS,102.0,True,False
ERR-00444,2024-09-04 11:30:15,CUST-0060,Mid-market,Hiszpania,Użytkownicy,Timeout,Critical,3.0.4,Desktop,Windows,207.0,True,True
ERR-00445,2024-08-21 16:35:09,CUST-0163,Startup,Niemcy,Użytkownicy,Błąd API,Low,3.6.9,Desktop,Windows,47.0,True,False
ERR-00446,2024-07-15 21:12:58,CUST-0026,Enterprise,Polska,Integracje,Błąd interfejsu,Low,3.6.0,Mobile,iOS,15.0,True,False
ERR-00447,2024-11-02 23:32:47,CUST-0141,SMB,Polska,Eksport danych,Timeout,High,3.9.7,Desktop,Windows,,False,True
ERR-00448,2024-03-10 16:55:04,CUST-0121,SMB,Polska,Integracje,Nieprawidłowe dane,Medium,3.5.2,Desktop,macOS,61.0,True,False
ERR-00449,2024-05-21 11:49:50,CUST-0177,Startup,Polska,Raporty,Timeout,High,3.0.9,Mobile,Android,78.0,True,False
ERR-00450,2024-07-31 04:21:59,CUST-0128,SMB,Polska,Logowanie,Błąd bazy danych,Medium,3.6.2,Desktop,macOS,40.0,True,False
ERR-00451,2024-09-16 16:17:52,CUST-0051,Mid-market,Polska,Raporty,Błąd API,Low,3.8.8,Desktop,macOS,12.0,True,False
ERR-00452,2024-01-02 13:18:46,CUST-0057,Mid-market,Wielka Brytania,Integracje,Błąd API,Low,3.9.9,Desktop,Windows,13.0,True,False
ERR-00453,2024-06-01 11:53:37,CUST-0156,Startup,Niemcy,Integracje,Nieprawidłowe dane,Low,3.4.8,Desktop,macOS,136.0,True,False
ERR-00454,2024-10-23 18:42:31,CUST-0067,Mid-market,Polska,Raporty,Nieprawidłowe dane,Medium,3.4.2,Desktop,Windows,24.0,True,False
ERR-00455,2024-03-17 06:28:34,CUST-0028,Enterprise,Niemcy,Użytkownicy,Nieprawidłowe dane,High,3.9.2,Mobile,iOS,41.0,True,False
ERR-00456,2024-09-04 12:22:21,CUST-0179,Startup,Polska,Logowanie,Błąd autoryzacji,Low,3.2.8,Tablet,Android,42.0,True,False
ERR-00457,2024-10-09 00:48:34,CUST-0099,SMB,Niemcy,Raporty,Błąd bazy danych,High,3.7.2,Desktop,Windows,158.0,True,False
ERR-00458,2024-07-12 12:29:59,CUST-0083,SMB,Francja,Integracje,Błąd autoryzacji,Medium,3.4.6,Desktop,Windows,30.0,True,False
ERR-00459,2024-06-13 03:55:12,CUST-0009,Enterprise,Niemcy,Integracje,Błąd API,Critical,3.0.6,Desktop,Linux,234.0,True,False
ERR-00460,2024-12-23 06:15:36,CUST-0134,SMB,Niemcy,Integracje,Błąd API,Critical,3.4.4,Desktop,Windows,459.0,True,False
ERR-00461,2024-07-15 06:14:54,CUST-0010,Enterprise,Wielka Brytania,Płatności,Błąd API,High,3.3.9,Desktop,Linux,39.0,True,True
ERR-00462,2024-07-29 14:02:20,CUST-0100,SMB,Wielka Brytania,Logowanie,Błąd API,Low,3.8.0,Desktop,macOS,20.0,True,False
ERR-00463,2024-08-30 16:45:58,CUST-0007,Enterprise,Francja,Integracje,Błąd interfejsu,Low,3.9.6,Tablet,Android,47.0,True,False
ERR-00464,2024-07-14 13:24:42,CUST-0123,SMB,Niemcy,Raporty,Błąd autoryzacji,Medium,3.4.0,Desktop,macOS,125.0,True,False
ERR-00465,2024-11-29 21:09:31,CUST-0180,Startup,Francja,Logowanie,Błąd bazy danych,High,3.8.7,Desktop,Linux,217.0,True,False
ERR-00466,2024-01-19 11:08:32,CUST-0013,Enterprise,Polska,Integracje,Timeout,High,3.0.8,Desktop,Windows,,False,True
ERR-00467,2024-10-29 09:21:55,CUST-0223,Startup,Niemcy,Raporty,Błąd autoryzacji,High,3.6.0,Mobile,Android,,False,False
ERR-00468,2024-02-21 17:55:54,CUST-0046,Mid-market,Polska,Integracje,Błąd autoryzacji,High,3.1.0,Mobile,Android,,False,False
ERR-00469,2024-08-13 09:06:33,CUST-0214,Startup,Niemcy,Eksport danych,Błąd interfejsu,High,3.9.5,Desktop,Windows,64.0,True,False
ERR-00470,2024-08-21 22:00:46,CUST-0124,SMB,Niemcy,Logowanie,Nieprawidłowe dane,Medium,3.8.4,Desktop,Windows,53.0,True,False
ERR-00471,2024-03-14 00:26:55,CUST-0047,Mid-market,Polska,Logowanie,Błąd interfejsu,Medium,3.7.8,Mobile,Android,55.0,True,False
ERR-00472,2024-12-01 22:09:04,CUST-0143,SMB,Wielka Brytania,Eksport danych,Błąd interfejsu,Medium,3.8.7,Desktop,Windows,32.0,True,False
ERR-00473,2024-08-28 02:50:16,CUST-0243,Startup,Wielka Brytania,Integracje,Timeout,Medium,3.7.7,Mobile,Android,,False,False
ERR-00474,2024-06-22 18:39:44,CUST-0072,Mid-market,Francja,Integracje,Timeout,Critical,3.9.7,Desktop,Windows,186.0,True,False
ERR-00475,2024-07-22 13:41:05,CUST-0024,Enterprise,Niemcy,Eksport danych,Błąd bazy danych,Low,3.8.2,Desktop,macOS,,False,False
ERR-00476,2024-06-17 23:54:43,CUST-0143,SMB,Wielka Brytania,Eksport danych,Błąd API,Medium,3.9.4,Desktop,macOS,75.0,True,False
ERR-00477,2024-09-30 03:24:20,CUST-0139,SMB,Polska,Użytkownicy,Błąd API,Medium,3.5.7,Mobile,Android,,False,False
ERR-00478,2024-11-16 13:45:56,CUST-0102,SMB,Hiszpania,Raporty,Timeout,Critical,3.1.7,Desktop,macOS,,False,False
ERR-00479,2024-09-06 22:55:34,CUST-0126,SMB,Polska,Raporty,Błąd API,High,3.5.9,Mobile,iOS,93.0,True,False
ERR-00480,2024-01-19 13:39:04,CUST-0041,Mid-market,Hiszpania,Raporty,Błąd API,Medium,3.1.9,Desktop,Linux,89.0,True,False
ERR-00481,2024-04-30 14:40:43,CUST-0098,SMB,Polska,Logowanie,Błąd autoryzacji,High,3.6.8,Desktop,Windows,265.0,True,False
ERR-00482,2024-05-27 15:14:47,CUST-0024,Enterprise,Wielka Brytania,Raporty,Błąd API,Low,3.5.2,Desktop,Windows,11.0,True,False
ERR-00483,2024-02-16 12:27:06,CUST-0065,Mid-market,Wielka Brytania,Płatności,Błąd API,Medium,3.7.3,Desktop,macOS,104.0,True,False
ERR-00484,2024-11-20 14:45:55,CUST-0016,Enterprise,Polska,Użytkownicy,Błąd API,High,3.0.1,Desktop,Linux,29.0,True,False
ERR-00485,2024-02-21 13:28:10,CUST-0006,Enterprise,Niemcy,Raporty,Timeout,Critical,3.2.9,Desktop,macOS,,False,False
ERR-00486,2024-12-21 18:19:57,CUST-0030,Enterprise,Wielka Brytania,Raporty,Błąd bazy danych,Critical,3.5.3,Mobile,iOS,263.0,True,False
ERR-00487,2024-01-15 02:02:20,CUST-0029,Enterprise,Niemcy,Raporty,Błąd autoryzacji,Low,3.9.6,Desktop,Windows,7.0,True,False
ERR-00488,2024-01-29 09:18:22,CUST-0150,SMB,Wielka Brytania,Logowanie,Timeout,Critical,3.4.5,Tablet,iOS,111.0,True,False
ERR-00489,2024-07-10 21:27:09,CUST-0021,Enterprise,Niemcy,Logowanie,Nieprawidłowe dane,Medium,3.4.7,Desktop,Windows,41.0,True,False
ERR-00490,2024-05-05 18:33:26,CUST-0034,Mid-market,Niemcy,Raporty,Błąd API,Critical,3.8.2,Mobile,Android,195.0,True,False
ERR-00491,2024-10-16 12:43:50,CUST-0017,Enterprise,Polska,Logowanie,Timeout,Medium,3.7.0,Desktop,macOS,82.0,True,False
ERR-00492,2024-04-02 14:10:11,CUST-0002,Enterprise,Polska,Integracje,Błąd bazy danych,Critical,3.4.1,Desktop,Windows,99.0,True,False
ERR-00493,2024-02-10 09:39:55,CUST-0027,Enterprise,Hiszpania,Eksport danych,Błąd API,Medium,3.4.7,Desktop,Windows,20.0,True,False
ERR-00494,2024-07-14 08:39:43,CUST-0028,Enterprise,Niemcy,Eksport danych,Nieprawidłowe dane,Low,3.3.2,Desktop,Linux,15.0,True,False
ERR-00495,2024-05-03 12:31:58,CUST-0035,Mid-market,Niemcy,Integracje,Błąd bazy danych,High,3.9.7,Mobile,Android,94.0,True,False
ERR-00496,2024-10-25 10:09:14,CUST-0087,SMB,Niemcy,Płatności,Błąd bazy danych,High,3.1.9,Desktop,Linux,96.0,True,True
ERR-00497,2024-08-24 13:40:16,CUST-0079,Mid-market,Niemcy,Eksport danych,Błąd API,Medium,3.4.5,Desktop,Linux,73.0,True,False
ERR-00498,2024-08-23 04:16:42,CUST-0031,Mid-market,Wielka Brytania,Eksport danych,Błąd autoryzacji,High,3.0.3,Mobile,iOS,173.0,True,False
ERR-00499,2024-01-05 22:57:51,CUST-0014,Enterprise,Wielka Brytania,Logowanie,Timeout,High,3.3.3,Desktop,Windows,,False,False
ERR-00500,2024-08-26 23:57:18,CUST-0168,Startup,Niemcy,Integracje,Błąd API,Medium,3.8.5,Mobile,Android,155.0,True,True
ERR-00501,2024-12-12 15:34:10,CUST-0071,Mid-market,Hiszpania,Płatności,Błąd API,Medium,3.3.0,Desktop,Windows,189.0,True,False
ERR-00502,2024-02-07 13:28:22,CUST-0045,Mid-market,Hiszpania,Eksport danych,Błąd API,Low,3.1.2,Mobile,Android,15.0,True,False
ERR-00503,2024-10-27 10:19:40,CUST-0003,Enterprise,Niemcy,Użytkownicy,Timeout,High,3.5.1,Desktop,Windows,98.0,True,False
ERR-00504,2024-08-05 16:44:16,CUST-0023,Enterprise,Wielka Brytania,Logowanie,Błąd autoryzacji,Medium,3.0.1,Desktop,Linux,,False,False
ERR-00505,2024-08-21 15:54:19,CUST-0005,Enterprise,Polska,Eksport danych,Błąd API,Medium,3.1.2,Desktop,Windows,25.0,True,False
ERR-00506,2024-04-11 08:24:54,CUST-0001,Enterprise,Polska,Integracje,Timeout,Medium,3.8.7,Tablet,iOS,44.0,True,False
ERR-00507,2024-09-04 19:06:15,CUST-0044,Mid-market,Wielka Brytania,Użytkownicy,Błąd bazy danych,High,3.8.5,Desktop,Windows,98.0,True,False
ERR-00508,2024-07-14 17:36:22,CUST-0063,Mid-market,Niemcy,Raporty,Błąd autoryzacji,Medium,3.9.3,Desktop,Windows,260.0,True,False
ERR-00509,2024-10-21 21:18:44,CUST-0060,Mid-market,Hiszpania,Eksport danych,Błąd API,Low,3.8.9,Desktop,macOS,39.0,True,False
ERR-00510,2024-05-31 15:01:53,CUST-0128,SMB,Wielka Brytania,Logowanie,Błąd interfejsu,Medium,3.8.0,Tablet,Android,203.0,True,False
ERR-00511,2024-12-03 14:25:17,CUST-0088,SMB,Polska,Płatności,Błąd autoryzacji,Low,3.0.7,Mobile,Android,64.0,True,False
ERR-00512,2024-01-05 11:36:55,CUST-0142,SMB,Wielka Brytania,Logowanie,Błąd API,Critical,3.8.5,Tablet,iOS,650.0,True,False
ERR-00513,2024-12-17 20:49:47,CUST-0235,Startup,Niemcy,Użytkownicy,Błąd autoryzacji,High,3.8.8,Desktop,macOS,284.0,True,False
ERR-00514,2024-01-26 17:58:38,CUST-0016,Enterprise,Niemcy,Eksport danych,Błąd bazy danych,Critical,3.8.6,Desktop,macOS,119.0,True,False
ERR-00515,2024-09-11 02:53:57,CUST-0001,Enterprise,Francja,Eksport danych,Błąd API,Low,3.5.6,Desktop,Windows,9.0,True,False
ERR-00516,2024-05-26 01:49:51,CUST-0001,Enterprise,Wielka Brytania,Użytkownicy,Błąd API,High,3.3.4,Mobile,Android,50.0,True,False
ERR-00517,2024-04-27 11:38:51,CUST-0065,Mid-market,Polska,Logowanie,Błąd API,High,3.8.8,Desktop,Linux,38.0,True,False
ERR-00518,2024-06-29 16:14:40,CUST-0221,Startup,Niemcy,Raporty,Nieprawidłowe dane,High,3.8.3,Desktop,macOS,154.0,True,False
ERR-00519,2024-04-07 23:39:16,CUST-0014,Enterprise,Francja,Logowanie,Timeout,Medium,3.9.8,Mobile,Android,31.0,True,False
ERR-00520,2024-12-13 08:48:46,CUST-0152,Startup,Francja,Płatności,Błąd autoryzacji,Medium,3.2.3,Desktop,macOS,74.0,True,True
ERR-00521,2024-12-03 14:43:53,CUST-0001,Enterprise,Francja,Płatności,Nieprawidłowe dane,High,3.3.3,Desktop,Windows,242.0,True,False
ERR-00522,2024-03-11 11:40:06,CUST-0218,Startup,Polska,Raporty,Błąd API,Medium,3.3.1,Desktop,Windows,190.0,True,False
ERR-00523,2024-11-17 22:41:02,CUST-0024,Enterprise,Polska,Płatności,Nieprawidłowe dane,Medium,3.8.6,Desktop,Windows,,False,True
ERR-00524,2024-06-07 17:50:28,CUST-0009,Enterprise,Niemcy,Logowanie,Błąd API,Medium,3.2.8,Mobile,Android,15.0,True,False
ERR-00525,2024-01-18 17:37:23,CUST-0065,Mid-market,Hiszpania,Logowanie,Nieprawidłowe dane,Medium,3.0.9,Desktop,Windows,38.0,True,False
ERR-00526,2024-03-08 12:05:58,CUST-0010,Enterprise,Polska,Logowanie,Błąd API,Low,3.9.9,Desktop,Windows,13.0,True,False
ERR-00527,2024-05-31 11:20:47,CUST-0001,Enterprise,Polska,Użytkownicy,Błąd bazy danych,High,3.0.3,Desktop,Windows,,False,False
ERR-00528,2024-07-31 09:11:12,CUST-0017,Enterprise,Wielka Brytania,Eksport danych,Błąd interfejsu,Low,3.8.8,Desktop,macOS,12.0,True,False
ERR-00529,2024-03-08 03:50:34,CUST-0136,SMB,Polska,Użytkownicy,Błąd API,Medium,3.4.4,Desktop,macOS,,False,False
ERR-00530,2024-07-06 17:33:32,CUST-0042,Mid-market,Wielka Brytania,Raporty,Timeout,High,3.8.8,Desktop,Windows,,False,False
ERR-00531,2024-05-19 16:53:10,CUST-0004,Enterprise,Francja,Płatności,Timeout,High,3.6.3,Desktop,macOS,119.0,True,False
ERR-00532,2024-05-11 23:58:52,CUST-0037,Mid-market,Hiszpania,Eksport danych,Timeout,Medium,3.9.2,Desktop,Windows,,False,False
ERR-00533,2024-09-03 23:51:18,CUST-0148,SMB,Polska,Płatności,Timeout,Critical,3.9.4,Desktop,Windows,268.0,True,False
ERR-00534,2024-06-22 13:51:07,CUST-0005,Enterprise,Polska,Płatności,Timeout,Critical,3.0.1,Desktop,macOS,147.0,True,False
ERR-00535,2024-08-27 16:04:09,CUST-0046,Mid-market,Francja,Płatności,Błąd API,Low,3.1.1,Mobile,Android,54.0,True,False
ERR-00536,2024-04-25 21:55:43,CUST-0007,Enterprise,Hiszpania,Logowanie,Błąd API,Low,3.3.7,Mobile,Android,30.0,True,False
